time,ppg,score
01:00:00.991136,499,2
01:00:01.006672,500,2
02:00:00.001734,484,2
02:00:00.016760,496,2
02:00:00.017761,508,2
02:00:00.032774,518,2
02:00:00.033774,529,2
02:00:00.048782,537,2
02:00:00.064793,546,2
02:00:00.065794,554,2
02:00:00.081435,563,2
02:00:00.097466,571,2
02:00:00.097795,581,2
02:00:00.112970,591,2
02:00:00.112970,604,2
02:00:00.129111,617,2
02:00:00.145507,632,2
02:00:00.145507,647,2
02:00:00.161097,665,2
02:00:00.177280,683,2
02:00:00.177280,702,2
02:00:00.193399,716,2
02:00:00.193794,728,2
02:00:00.212956,736,2
02:00:00.225965,743,2
02:00:00.226968,747,2
02:00:00.241792,751,2
02:00:00.257806,753,2
02:00:00.261807,755,2
02:00:00.273818,757,2
02:00:00.290836,758,2
02:00:00.291825,759,2
02:00:00.308343,760,2
02:00:00.308844,759,2
02:00:00.321857,760,2
02:00:00.336847,760,2
02:00:00.337842,760,2
02:00:00.353147,758,2
02:00:00.369156,758,2
02:00:00.370157,756,2
02:00:00.385497,753,2
02:00:00.385497,749,2
02:00:00.401435,744,2
02:00:00.417104,736,2
02:00:00.417104,729,2
02:00:00.433371,720,2
02:00:00.449418,712,2
02:00:00.449418,702,2
02:00:00.465606,693,2
02:00:00.465904,683,2
02:00:00.481377,674,2
02:00:00.497543,665,2
02:00:00.497543,659,2
02:00:00.513397,651,2
02:00:00.529265,645,2
02:00:00.529265,638,2
02:00:00.545454,632,2
02:00:00.545809,626,2
02:00:00.561553,621,2
02:00:00.576815,616,2
02:00:00.577815,613,2
02:00:00.592845,610,2
02:00:00.609371,610,2
02:00:00.609854,610,2
02:00:00.625361,612,2
02:00:00.625361,613,2
02:00:00.641064,615,2
02:00:00.657354,616,2
02:00:00.657354,619,2
02:00:00.673090,620,2
02:00:00.689156,622,2
02:00:00.690155,624,2
02:00:00.705614,626,2
02:00:00.706110,626,2
02:00:00.721623,627,2
02:00:00.737641,626,2
02:00:00.738635,626,2
02:00:00.753648,625,2
02:00:00.769661,624,2
02:00:00.770668,622,2
02:00:00.787676,621,2
02:00:00.787676,616,2
02:00:00.803688,611,2
02:00:00.817696,602,2
02:00:00.821701,593,2
02:00:00.838712,581,2
02:00:00.848806,572,2
02:00:00.849809,562,2
02:00:00.865463,554,2
02:00:00.865717,546,2
02:00:00.881121,541,2
02:00:00.897533,536,2
02:00:00.897533,535,2
02:00:00.913506,534,2
02:00:00.929511,536,2
02:00:00.929511,538,2
02:00:00.945112,541,2
02:00:00.945112,542,2
02:00:00.961513,543,2
02:00:00.977527,543,2
02:00:00.977527,544,2
02:00:00.993535,543,2
03:00:00.011299,577,2
03:00:00.011299,568,2
03:00:00.026311,563,2
03:00:00.042321,557,2
03:00:00.042321,553,2
03:00:00.058332,546,2
03:00:00.058332,539,2
03:00:00.074343,529,2
03:00:00.090284,524,2
03:00:00.090284,518,2
03:00:00.106008,516,2
03:00:00.122624,515,2
03:00:00.122624,521,2
03:00:00.138635,527,2
03:00:00.138635,539,2
03:00:00.154376,550,2
03:00:00.170379,566,2
03:00:00.170379,579,2
03:00:00.186067,592,2
03:00:00.201580,601,2
03:00:00.202582,613,2
03:00:00.217991,621,2
03:00:00.217991,631,2
03:00:00.234070,637,2
03:00:00.251106,644,2
03:00:00.251106,646,2
03:00:00.266325,648,2
03:00:00.282338,643,2
03:00:00.282845,638,2
03:00:00.298529,629,2
03:00:00.298529,620,2
03:00:00.314537,610,2
03:00:00.330564,604,2
03:00:00.330564,595,2
03:00:00.346374,589,2
03:00:00.361511,580,2
03:00:00.362510,572,2
03:00:00.378528,559,2
03:00:00.393405,548,2
03:00:00.394405,532,2
03:00:00.411416,520,2
03:00:00.411416,505,2
03:00:00.426427,494,2
03:00:00.442439,480,2
03:00:00.442439,469,2
03:00:00.458203,455,2
03:00:00.474216,444,2
03:00:00.474216,430,2
03:00:00.490229,420,2
03:00:00.490229,409,2
03:00:00.506240,402,2
03:00:00.522247,394,2
03:00:00.522247,392,2
03:00:00.538007,388,2
03:00:00.554037,387,2
03:00:00.555019,384,2
03:00:00.570302,385,2
03:00:00.570302,384,2
03:00:00.586055,386,2
03:00:00.602004,386,2
03:00:00.602004,390,2
03:00:00.618019,394,2
03:00:00.634541,402,2
03:00:00.634541,409,2
03:00:00.650712,418,2
03:00:00.650712,423,2
03:00:00.666044,430,2
03:00:00.682553,433,2
03:00:00.683557,440,2
03:00:00.698573,444,2
03:00:00.714787,452,2
03:00:00.714787,457,2
03:00:00.729794,465,2
03:00:00.730800,471,2
03:00:00.745895,480,2
03:00:00.762453,486,2
03:00:00.762453,493,2
03:00:00.778518,497,2
03:00:00.793565,504,2
03:00:00.794565,510,2
03:00:00.810048,520,2
03:00:00.810048,528,2
03:00:00.826326,538,2
03:00:00.841968,542,2
03:00:00.841968,546,2
03:00:00.858464,543,2
03:00:00.874357,542,2
03:00:00.874731,537,2
03:00:00.890266,533,2
03:00:00.890266,525,2
03:00:00.906282,519,2
03:00:00.922295,509,2
03:00:00.923297,502,2
03:00:00.942311,490,2
03:00:00.954317,481,2
03:00:00.954317,468,2
03:00:00.970329,458,2
03:00:00.970329,447,2
03:00:00.986344,440,2
03:00:01.004860,432,2
04:00:00.007010,469,2
04:00:00.007010,470,2
04:00:00.023043,471,2
04:00:00.039034,471,2
04:00:00.039034,472,2
04:00:00.055044,473,2
04:00:00.071166,474,2
04:00:00.071166,475,2
04:00:00.087053,476,2
04:00:00.087053,478,2
04:00:00.103067,478,2
04:00:00.119207,480,2
04:00:00.119207,481,2
04:00:00.135083,482,2
04:00:00.150520,483,2
04:00:00.151520,483,2
04:00:00.167557,484,2
04:00:00.167557,485,2
04:00:00.183095,484,2
04:00:00.199241,485,2
04:00:00.200274,484,2
04:00:00.215218,485,2
04:00:00.231239,484,2
04:00:00.231239,484,2
04:00:00.247245,483,2
04:00:00.248246,483,2
04:00:00.263040,482,2
04:00:00.279420,482,2
04:00:00.279905,482,2
04:00:00.295197,482,2
04:00:00.310724,482,2
04:00:00.311738,482,2
04:00:00.331743,481,2
04:00:00.332744,481,2
04:00:00.345753,480,2
04:00:00.359770,480,2
04:00:00.361764,479,2
04:00:00.375783,479,2
04:00:00.394316,478,2
04:00:00.395328,477,2
04:00:00.407323,476,2
04:00:00.412331,476,2
04:00:00.426346,475,2
04:00:00.442349,474,2
04:00:00.446351,473,2
04:00:00.454634,472,2
04:00:00.470653,471,2
04:00:00.470653,471,2
04:00:00.487052,470,2
04:00:00.487052,470,2
04:00:00.503076,469,2
04:00:00.519088,469,2
04:00:00.519088,468,2
04:00:00.535063,467,2
04:00:00.550693,466,2
04:00:00.550693,465,2
04:00:00.567053,464,2
04:00:00.567053,463,2
04:00:00.582825,462,2
04:00:00.598494,462,2
04:00:00.599496,460,2
04:00:00.615015,460,2
04:00:00.631191,458,2
04:00:00.631191,457,2
04:00:00.647203,456,2
04:00:00.647203,456,2
04:00:00.662561,455,2
04:00:00.679145,456,2
04:00:00.679145,456,2
04:00:00.694686,457,2
04:00:00.711698,457,2
04:00:00.711698,458,2
04:00:00.727737,459,2
04:00:00.727737,460,2
04:00:00.743085,460,2
04:00:00.759278,461,2
04:00:00.759278,461,2
04:00:00.775131,462,2
04:00:00.791399,462,2
04:00:00.791901,462,2
04:00:00.806633,463,2
04:00:00.822663,463,2
04:00:00.823664,463,2
04:00:00.838674,464,2
04:00:00.839676,464,2
04:00:00.854686,465,2
04:00:00.870698,465,2
04:00:00.870698,466,2
04:00:00.887212,467,2
04:00:00.903232,468,2
04:00:00.903232,468,2
04:00:00.919243,469,2
04:00:00.924254,470,2
04:00:00.934254,471,2
04:00:00.950823,471,2
04:00:00.950823,472,2
04:00:00.966835,473,2
04:00:00.983053,474,2
04:00:00.983053,475,2
04:00:00.998461,476,2
05:00:00.006060,469,3
05:00:00.022073,470,3
05:00:00.023075,470,3
05:00:00.038082,471,3
05:00:00.039081,470,3
05:00:00.054090,471,3
05:00:00.069647,471,3
05:00:00.069647,472,3
05:00:00.086136,471,3
05:00:00.101684,471,3
05:00:00.101684,470,3
05:00:00.118073,470,3
05:00:00.118073,470,3
05:00:00.133309,470,3
05:00:00.149319,470,3
05:00:00.150322,470,3
05:00:00.165331,470,3
05:00:00.181848,470,3
05:00:00.182349,469,3
05:00:00.197873,470,3
05:00:00.198876,469,3
05:00:00.213886,469,3
05:00:00.229896,468,3
05:00:00.230897,468,3
05:00:00.245852,468,3
05:00:00.261913,468,3
05:00:00.261913,467,3
05:00:00.277745,467,3
05:00:00.278247,465,3
05:00:00.293868,465,3
05:00:00.309922,465,3
05:00:00.309922,465,3
05:00:00.325481,464,3
05:00:00.342493,464,3
05:00:00.343473,464,3
05:00:00.357925,465,3
05:00:00.358602,464,3
05:00:00.374766,464,3
05:00:00.390188,463,3
05:00:00.391194,463,3
05:00:00.406208,462,3
05:00:00.421872,461,3
05:00:00.421872,460,3
05:00:00.437918,460,3
05:00:00.437918,460,3
05:00:00.454588,460,3
05:00:00.470574,459,3
05:00:00.472581,459,3
05:00:00.485869,459,3
05:00:00.501990,459,3
05:00:00.501990,458,3
05:00:00.517999,458,3
05:00:00.519030,456,3
05:00:00.533937,457,3
05:00:00.550148,456,3
05:00:00.550148,456,3
05:00:00.565664,455,3
05:00:00.581986,455,3
05:00:00.581986,454,3
05:00:00.597974,454,3
05:00:00.597974,454,3
05:00:00.613253,453,3
05:00:00.630495,452,3
05:00:00.630495,452,3
05:00:00.648469,452,3
05:00:00.661479,452,3
05:00:00.661479,452,3
05:00:00.682498,452,3
05:00:00.682996,451,3
05:00:00.695008,451,3
05:00:00.710019,450,3
05:00:00.710019,450,3
05:00:00.726030,449,3
05:00:00.744043,448,3
05:00:00.745045,447,3
05:00:00.758054,447,3
05:00:00.758054,447,3
05:00:00.773853,448,3
05:00:00.790145,447,3
05:00:00.791146,448,3
05:00:00.806155,448,3
05:00:00.822202,449,3
05:00:00.822202,449,3
05:00:00.838354,450,3
05:00:00.839359,451,3
05:00:00.854120,452,3
05:00:00.869680,452,3
05:00:00.870691,453,3
05:00:00.885868,453,3
05:00:00.901930,454,3
05:00:00.901930,454,3
05:00:00.917442,455,3
05:00:00.918445,455,3
05:00:00.933714,456,3
05:00:00.949705,457,3
05:00:00.950702,457,3
05:00:00.965776,458,3
05:00:00.982072,459,3
05:00:00.982703,458,3
05:00:00.997448,459,3
06:00:00.015596,487,3
06:00:00.016597,488,3
06:00:00.030609,485,3
06:00:00.046620,486,3
06:00:00.046620,483,3
06:00:00.062634,485,3
06:00:00.079156,482,3
06:00:00.079156,484,3
06:00:00.094664,482,3
06:00:00.094664,484,3
06:00:00.110695,481,3
06:00:00.126705,483,3
06:00:00.126705,480,3
06:00:00.142702,482,3
06:00:00.158699,478,3
06:00:00.158699,479,3
06:00:00.174154,475,3
06:00:00.175151,477,3
06:00:00.190199,474,3
06:00:00.206805,476,3
06:00:00.206805,472,3
06:00:00.222030,473,3
06:00:00.238751,470,3
06:00:00.239113,471,3
06:00:00.254737,467,3
06:00:00.254737,467,3
06:00:00.271064,463,3
06:00:00.287106,465,3
06:00:00.289108,461,3
06:00:00.303116,462,3
06:00:00.323129,457,3
06:00:00.324131,458,3
06:00:00.334141,453,3
06:00:00.335138,454,3
06:00:00.354151,449,3
06:00:00.370670,449,3
06:00:00.371170,444,3
06:00:00.382872,444,3
06:00:00.398885,440,3
06:00:00.398885,440,3
06:00:00.419899,436,3
06:00:00.434909,436,3
06:00:00.435911,432,3
06:00:00.447938,433,3
06:00:00.450921,429,3
06:00:00.462996,430,3
06:00:00.479457,426,3
06:00:00.480457,427,3
06:00:00.494467,424,3
06:00:00.510686,426,3
06:00:00.510686,422,3
06:00:00.526799,424,3
06:00:00.526799,422,3
06:00:00.542705,426,3
06:00:00.558794,426,3
06:00:00.558794,433,3
06:00:00.573969,437,3
06:00:00.590802,448,3
06:00:00.590802,455,3
06:00:00.606814,469,3
06:00:00.606814,479,3
06:00:00.622829,495,3
06:00:00.638608,507,3
06:00:00.638608,524,3
06:00:00.654728,536,3
06:00:00.670593,554,3
06:00:00.671074,565,3
06:00:00.686246,581,3
06:00:00.687249,593,3
06:00:00.702795,608,3
06:00:00.718491,618,3
06:00:00.718491,632,3
06:00:00.734426,639,3
06:00:00.750553,651,3
06:00:00.750553,655,3
06:00:00.766882,662,3
06:00:00.766882,662,3
06:00:00.782903,664,3
06:00:00.803446,660,3
06:00:00.803446,658,3
06:00:00.819456,649,3
06:00:00.833466,644,3
06:00:00.835468,632,3
06:00:00.846479,625,3
06:00:00.850478,612,3
06:00:00.864494,604,3
06:00:00.882011,590,3
06:00:00.884008,582,3
06:00:00.897026,570,3
06:00:00.912030,563,3
06:00:00.913030,552,3
06:00:00.926035,547,3
06:00:00.927036,538,3
06:00:00.942665,536,3
06:00:00.958664,529,3
06:00:00.958664,529,3
06:00:00.974290,526,3
06:00:00.990690,529,3
06:00:00.990690,528,3
06:00:01.006747,533,3
07:00:00.010819,543,5
07:00:00.011822,543,5
07:00:00.026831,543,5
07:00:00.042842,540,5
07:00:00.042842,538,5
07:00:00.058851,533,5
07:00:00.058851,528,5
07:00:00.074463,521,5
07:00:00.090139,513,5
07:00:00.091144,502,5
07:00:00.106334,492,5
07:00:00.122532,480,5
07:00:00.122532,469,5
07:00:00.138583,457,5
07:00:00.138931,446,5
07:00:00.154290,433,5
07:00:00.170317,422,5
07:00:00.170830,410,5
07:00:00.187523,399,5
07:00:00.202534,386,5
07:00:00.202534,376,5
07:00:00.222548,364,5
07:00:00.222548,355,5
07:00:00.237559,345,5
07:00:00.253571,338,5
07:00:00.253571,331,5
07:00:00.266583,326,5
07:00:00.282753,323,5
07:00:00.282753,321,5
07:00:00.298448,320,5
07:00:00.298774,321,5
07:00:00.313863,323,5
07:00:00.330476,325,5
07:00:00.330476,328,5
07:00:00.346243,331,5
07:00:00.362531,333,5
07:00:00.362531,337,5
07:00:00.378531,340,5
07:00:00.378531,343,5
07:00:00.394236,345,5
07:00:00.410608,349,5
07:00:00.410608,352,5
07:00:00.426873,356,5
07:00:00.443221,360,5
07:00:00.444230,364,5
07:00:00.458271,368,5
07:00:00.459245,372,5
07:00:00.474789,376,5
07:00:00.490802,381,5
07:00:00.490802,386,5
07:00:00.506464,392,5
07:00:00.522298,398,5
07:00:00.524305,405,5
07:00:00.538313,413,5
07:00:00.539316,422,5
07:00:00.554347,432,5
07:00:00.570638,441,5
07:00:00.571144,451,5
07:00:00.586632,463,5
07:00:00.602646,474,5
07:00:00.602646,487,5
07:00:00.618645,500,5
07:00:00.618645,515,5
07:00:00.634319,531,5
07:00:00.650330,550,5
07:00:00.650330,571,5
07:00:00.666379,594,5
07:00:00.687067,619,5
07:00:00.688069,646,5
07:00:00.698075,672,5
07:00:00.709092,694,5
07:00:00.714086,710,5
07:00:00.734101,722,5
07:00:00.734101,730,5
07:00:00.746110,737,5
07:00:00.762122,742,5
07:00:00.762122,746,5
07:00:00.779138,750,5
07:00:00.794464,752,5
07:00:00.794464,753,5
07:00:00.810471,755,5
07:00:00.810471,755,5
07:00:00.826859,756,5
07:00:00.842541,756,5
07:00:00.843213,755,5
07:00:00.858573,754,5
07:00:00.874790,751,5
07:00:00.875303,745,5
07:00:00.890615,738,5
07:00:00.891108,730,5
07:00:00.905991,720,5
07:00:00.922720,710,5
07:00:00.922720,701,5
07:00:00.938268,690,5
07:00:00.954259,679,5
07:00:00.954259,669,5
07:00:00.970395,660,5
07:00:00.970858,651,5
07:00:00.986556,643,5
07:00:01.002259,635,5
08:00:00.269764,313,5
08:00:00.269764,326,5
08:00:00.285776,335,5
08:00:00.302792,343,5
08:00:00.304298,347,5
08:00:00.317813,351,5
08:00:00.332816,351,5
08:00:00.333826,351,5
08:00:00.348827,350,5
08:00:00.349832,349,5
08:00:00.365278,348,5
08:00:00.381300,348,5
08:00:00.381300,348,5
08:00:00.397298,351,5
08:00:00.413035,353,5
08:00:00.413535,356,5
08:00:00.428908,360,5
08:00:00.428908,365,5
08:00:00.445329,369,5
08:00:00.461391,374,5
08:00:00.461391,377,5
08:00:00.477561,381,5
08:00:00.493596,384,5
08:00:00.493596,388,5
08:00:00.509600,390,5
08:00:00.510085,393,5
08:00:00.525789,395,5
08:00:00.540774,396,5
08:00:00.541775,396,5
08:00:00.556812,397,5
08:00:00.573801,396,5
08:00:00.573801,395,5
08:00:00.589684,393,5
08:00:00.589684,392,5
08:00:00.605766,389,5
08:00:00.621467,388,5
08:00:00.622472,386,5
08:00:00.637598,384,5
08:00:00.653617,383,5
08:00:00.653617,383,5
08:00:00.669316,382,5
08:00:00.669316,384,5
08:00:00.685789,386,5
08:00:00.701337,389,5
08:00:00.701908,392,5
08:00:00.717077,397,5
08:00:00.734102,401,5
08:00:00.734102,407,5
08:00:00.750116,411,5
08:00:00.765426,417,5
08:00:00.765426,422,5
08:00:00.781438,427,5
08:00:00.781438,432,5
08:00:00.797449,436,5
08:00:00.817989,439,5
08:00:00.817989,443,5
08:00:00.831997,445,5
08:00:00.845009,447,5
08:00:00.845009,447,5
08:00:00.861276,449,5
08:00:00.861276,451,5
08:00:00.877276,452,5
08:00:00.892784,454,5
08:00:00.893788,456,5
08:00:00.909315,458,5
08:00:00.925443,462,5
08:00:00.925443,464,5
08:00:00.941391,467,5
08:00:00.941741,470,5
08:00:00.957051,473,5
08:00:00.973358,475,5
08:00:00.973358,478,5
08:00:00.989431,481,5
08:00:01.005655,486,5
08:00:01.006161,490,5
09:00:00.004070,512,5
09:00:00.020591,511,5
09:00:00.020591,511,5
09:00:00.035600,509,5
09:00:00.051613,509,5
09:00:00.052612,508,5
09:00:00.067624,509,5
09:00:00.084086,508,5
09:00:00.084086,509,5
09:00:00.100349,507,5
09:00:00.100349,508,5
09:00:00.116104,507,5
09:00:00.132017,508,5
09:00:00.132017,506,5
09:00:00.147825,506,5
09:00:00.164067,505,5
09:00:00.165074,505,5
09:00:00.181769,502,5
09:00:00.181769,502,5
09:00:00.199781,500,5
09:00:00.215295,499,5
09:00:00.216299,497,5
09:00:00.228310,497,5
09:00:00.244323,494,5
09:00:00.245331,493,5
09:00:00.260330,491,5
09:00:00.260330,489,5
09:00:00.275341,487,5
09:00:00.298357,485,5
09:00:00.298357,481,5
09:00:00.307872,479,5
09:00:00.324070,476,5
09:00:00.324070,475,5
09:00:00.340074,471,5
09:00:00.340074,470,5
09:00:00.356112,466,5
09:00:00.372190,464,5
09:00:00.372190,461,5
09:00:00.387443,459,5
09:00:00.403999,455,5
09:00:00.404444,453,5
09:00:00.420142,450,5
09:00:00.420528,448,5
09:00:00.436184,444,5
09:00:00.452205,442,5
09:00:00.452205,438,5
09:00:00.467579,436,5
09:00:00.484257,432,5
09:00:00.484257,430,5
09:00:00.500273,427,5
09:00:00.501282,426,5
09:00:00.516320,424,5
09:00:00.531937,424,5
09:00:00.531937,424,5
09:00:00.547692,425,5
09:00:00.564167,426,5
09:00:00.565161,429,5
09:00:00.580293,431,5
09:00:00.580293,433,5
09:00:00.595906,435,5
09:00:00.612171,439,5
09:00:00.612677,441,5
09:00:00.627538,444,5
09:00:00.644612,446,5
09:00:00.644612,449,5
09:00:00.659696,451,5
09:00:00.660702,453,5
09:00:00.675823,454,5
09:00:00.696839,456,5
09:00:00.698838,457,5
09:00:00.707869,459,5
09:00:00.723876,460,5
09:00:00.723876,461,5
09:00:00.739885,462,5
09:00:00.739885,463,5
09:00:00.755896,464,5
09:00:00.773910,465,5
09:00:00.773910,466,5
09:00:00.787920,466,5
09:00:00.803931,467,5
09:00:00.804932,468,5
09:00:00.819949,469,5
09:00:00.820449,470,5
09:00:00.835859,472,5
09:00:00.852105,473,5
09:00:00.852105,474,5
09:00:00.868104,476,5
09:00:00.883472,478,5
09:00:00.884486,479,5
09:00:00.899909,481,5
09:00:00.900911,482,5
09:00:00.916935,483,5
09:00:00.932243,484,5
09:00:00.932243,485,5
09:00:00.948261,485,5
09:00:00.964277,486,5
09:00:00.964277,487,5
09:00:00.980306,487,5
09:00:00.980306,487,5
09:00:00.996869,487,5
10:00:00.005194,566,4
10:00:00.006195,562,4
10:00:00.020710,559,4
10:00:00.020710,553,4
10:00:00.036741,550,4
10:00:00.052732,543,4
10:00:00.052732,538,4
10:00:00.068743,530,4
10:00:00.085030,525,4
10:00:00.085030,518,4
10:00:00.100379,512,4
10:00:00.100379,505,4
10:00:00.116967,499,4
10:00:00.133003,491,4
10:00:00.133003,485,4
10:00:00.148969,477,4
10:00:00.164968,472,4
10:00:00.164968,464,4
10:00:00.180598,458,4
10:00:00.196609,450,4
10:00:00.197610,445,4
10:00:00.212923,437,4
10:00:00.213427,432,4
10:00:00.228902,425,4
10:00:00.244714,420,4
10:00:00.244714,412,4
10:00:00.260995,407,4
10:00:00.276973,401,4
10:00:00.277978,396,4
10:00:00.293041,389,4
10:00:00.293661,384,4
10:00:00.309150,378,4
10:00:00.330672,374,4
10:00:00.331673,368,4
10:00:00.340681,364,4
10:00:00.358695,358,4
10:00:00.359691,354,4
10:00:00.373703,348,4
10:00:00.374707,344,4
10:00:00.388311,339,4
10:00:00.408829,336,4
10:00:00.409330,332,4
10:00:00.421842,329,4
10:00:00.437857,327,4
10:00:00.442857,328,4
10:00:00.452864,328,4
10:00:00.452864,333,4
10:00:00.468950,337,4
10:00:00.484986,346,4
10:00:00.484986,353,4
10:00:00.500881,364,4
10:00:00.516947,374,4
10:00:00.516947,387,4
10:00:00.532760,397,4
10:00:00.532760,408,4
10:00:00.548718,418,4
10:00:00.564970,428,4
10:00:00.564970,437,4
10:00:00.580919,448,4
10:00:00.596917,456,4
10:00:00.596917,465,4
10:00:00.612984,473,4
10:00:00.612984,482,4
10:00:00.628967,490,4
10:00:00.645095,499,4
10:00:00.645095,505,4
10:00:00.660720,512,4
10:00:00.677769,516,4
10:00:00.677769,521,4
10:00:00.692845,523,4
10:00:00.692845,526,4
10:00:00.708952,526,4
10:00:00.725325,526,4
10:00:00.725325,524,4
10:00:00.740356,524,4
10:00:00.756358,521,4
10:00:00.757371,520,4
10:00:00.772859,517,4
10:00:00.772859,515,4
10:00:00.788426,511,4
10:00:00.805058,509,4
10:00:00.805555,504,4
10:00:00.820564,501,4
10:00:00.844584,497,4
10:00:00.844584,493,4
10:00:00.852590,488,4
10:00:00.852590,484,4
10:00:00.868603,478,4
10:00:00.884613,474,4
10:00:00.884613,468,4
10:00:00.906637,463,4
10:00:00.921663,457,4
10:00:00.921663,452,4
10:00:00.932198,446,4
10:00:00.933196,441,4
10:00:00.948207,436,4
10:00:00.964219,432,4
10:00:00.965219,427,4
10:00:00.980237,423,4
10:00:00.996912,418,4
11:00:00.000976,453,3
11:00:00.000976,451,3
11:00:00.016988,449,3
11:00:00.032999,448,3
11:00:00.032999,445,3
11:00:00.049014,445,3
11:00:00.064531,443,3
11:00:00.065031,442,3
11:00:00.080448,440,3
11:00:00.080448,440,3
11:00:00.096754,438,3
11:00:00.112717,437,3
11:00:00.112717,436,3
11:00:00.128035,435,3
11:00:00.144513,434,3
11:00:00.144513,433,3
11:00:00.160532,431,3
11:00:00.161534,431,3
11:00:00.176798,430,3
11:00:00.192821,430,3
11:00:00.193128,428,3
11:00:00.208514,428,3
11:00:00.224523,427,3
11:00:00.225536,428,3
11:00:00.240401,427,3
11:00:00.240401,428,3
11:00:00.256477,428,3
11:00:00.272117,430,3
11:00:00.273113,430,3
11:00:00.288124,433,3
11:00:00.305136,434,3
11:00:00.306138,438,3
11:00:00.320147,440,3
11:00:00.321148,443,3
11:00:00.336161,445,3
11:00:00.352967,448,3
11:00:00.352967,450,3
11:00:00.368686,453,3
11:00:00.385983,454,3
11:00:00.385983,457,3
11:00:00.400988,458,3
11:00:00.417046,461,3
11:00:00.417046,462,3
11:00:00.432280,465,3
11:00:00.433281,466,3
11:00:00.448332,467,3
11:00:00.464561,467,3
11:00:00.465065,469,3
11:00:00.480727,469,3
11:00:00.496511,470,3
11:00:00.496511,469,3
11:00:00.512574,470,3
11:00:00.512574,469,3
11:00:00.528585,470,3
11:00:00.544158,468,3
11:00:00.545162,468,3
11:00:00.561015,467,3
11:00:00.576540,467,3
11:00:00.577542,465,3
11:00:00.592554,466,3
11:00:00.592554,464,3
11:00:00.608571,464,3
11:00:00.624515,463,3
11:00:00.624515,463,3
11:00:00.640534,461,3
11:00:00.656808,462,3
11:00:00.657331,460,3
11:00:00.672809,460,3
11:00:00.673238,458,3
11:00:00.688100,458,3
11:00:00.704035,456,3
11:00:00.705050,456,3
11:00:00.720798,453,3
11:00:00.739856,453,3
11:00:00.739856,450,3
11:00:00.752863,450,3
11:00:00.759879,447,3
11:00:00.770893,446,3
11:00:00.784924,444,3
11:00:00.785904,443,3
11:00:00.806919,441,3
11:00:00.821930,440,3
11:00:00.822931,437,3
11:00:00.832944,437,3
11:00:00.834943,435,3
11:00:00.848955,434,3
11:00:00.864950,431,3
11:00:00.865955,431,3
11:00:00.880964,429,3
11:00:00.896719,428,3
11:00:00.897048,427,3
11:00:00.912063,427,3
11:00:00.913062,425,3
11:00:00.928074,425,3
11:00:00.944084,423,3
11:00:00.945085,423,3
11:00:00.960738,422,3
11:00:00.976044,422,3
11:00:00.977044,420,3
11:00:00.992697,420,3
